id,difficulty,uniqueness,goal words,valid words,total words, cells, hint
302,575.0,0.7705461743024239,9,51,194,24,inside -- 4-5 letters. -- These words are all: nouns. -- 
303,575.5,0.47703180212014135,8,73,214,18,inside -- These words seem to start with... potato. -- 
304,576.0,0.5241379310344828,5,64,195,63,directions: E W N S  -- At least 5 of da letters. -- OMG, ends with a letter from: minos -- 
305,576.5,0.7597714441194476,8,41,216,48,directions: E W N S  -- Exactamundo 4 -- Ends with a letter from consonants -- 
306,576.5,0.5428571428571428,6,53,246,63,directions: E W N S  -- These words seem to end with the letters... mike. -- 
307,577.0,0.25190839694656486,6,86,214,64,directions: E W N S  -- 4-5 many letters, so little time. -- 
308,577.5,0.5858585858585859,7,57,235,24,inside -- These words seem to start with... minos. -- 
309,577.5,0.6503957783641161,11,31,225,21,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
310,578.0,0.0,14,101,193,54,directions: E W N S  -- At least 3 of da letters. -- 
311,578.5,0.5339805825242718,5,50,246,18,inside -- Ends with a letter from potato -- 
312,579.5,0.5257995735607676,18,87,206,49,directions: E W N S  -- OMG,these are: nouns -- 
313,580.0,0.5363636363636364,17,86,201,16,inside -- OMG,these are: nouns -- 
314,580.5,0.5257995735607676,21,96,196,63,directions: E W N S  -- OMG,these are: nouns -- 
315,581.0,0.6455160744500846,11,32,263,42,inside -- These words are all: verbs. -- 
316,582.0,0.545297670405522,20,96,200,48,directions: E W N S  -- These words are all: nouns. -- 
317,582.0,1.176321704290042,5,16,215,16,inside+wrap -- The first part of the word is important. Is one of : minos -- These words are all: verbs. -- 
318,582.5,0.5709090909090909,6,48,215,27,inside -- Your words my be not longer than dis many fingers: 4. -- These words seem to start with... frog. -- 
319,582.5,0.6491688538932633,15,44,250,16,inside -- OMG,these are: verbs -- 
320,582.5,0.5259515570934256,10,76,231,72,directions: E W N S  -- Ends with a letter from minos -- 
321,583.5,0.5143884892086331,13,92,174,36,directions: E W N S  -- At least 5 of da letters. -- These words seem to end with the letters... consonants. -- 
322,583.5,0.0,17,167,167,28,inside -- 
323,584.5,0.6503957783641161,16,46,251,18,inside -- These words are all: verbs. -- 
324,585.5,1.1404993520420579,5,14,184,16,inside+wrap -- Your words my be not longer than dis many fingers: 3. -- These words seem to end with the letters... consonants. -- These words are all: verbs. -- 
325,585.5,0.5335570469798657,10,65,168,14,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- OMG, ends with a letter from: wedding -- 
326,585.5,0.49836065573770494,15,96,164,16,inside -- Words with at least 4 letters. -- These words seem to end with the letters... consonants. -- 
327,586.0,0.5179153094462541,10,85,189,14,inside+wrap -- The first part of the word is important. Is one of : potato -- 
328,586.0,1.0275417338395132,9,46,189,9,inside+wrap -- In the beginning was one of these letters: consonants -- These words are all: nouns. -- 
329,586.5,1.1404993520420579,6,16,223,56,directions: E W N S  -- At least 3 of da letters. -- OMG, ends with a letter from: consonants -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
330,587.0,0.5363636363636364,14,85,187,54,directions: E W N S  -- At least 5 of da letters. -- These words are all: nouns. -- 
331,587.0,1.040724946695096,8,50,220,21,inside -- These words seem to end with the letters... minos. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
332,587.0,1.0296068796068796,7,39,240,56,directions: E W N S  -- These words seem to end with the letters... vowels. -- OMG,these are: nouns -- 
333,587.5,1.1695770171585695,7,19,213,24,inside -- Your words my be not longer than dis many fingers: 5. -- The first part of the word is important. Is one of : frog -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
334,588.5,0.0,12,120,157,12,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- 
335,589.5,0.9109993060374739,6,58,187,9,inside+wrap -- 4-5 many letters, so little time. -- What's in dem words. Is it: i and r. Yeah it is. -- 
336,591.0,0.5283868956823717,9,63,214,42,inside -- Words with at least 3 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
337,592.0,0.545297670405522,15,92,189,9,inside+wrap -- OMG,these are: nouns -- 
338,592.5,0.8701253876400015,11,29,249,42,inside -- From 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
339,592.5,0.879384307676904,8,22,267,54,directions: E W N S  -- Maka dem all the same siza: 4 -- These words are all: verbs. -- 
340,593.0,0.5363636363636364,18,92,188,56,directions: E W N S  -- Words with at least 4 letters. -- OMG,these are: nouns -- 
341,593.0,0.0,18,160,160,9,inside+wrap -- 
342,593.0,0.5475,20,100,218,63,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
343,594.5,1.1264473684210525,6,31,264,72,directions: E W N S  -- In the beginning was one of these letters: frog -- These words are all: nouns. -- 
344,595.0,0.0,18,178,178,24,inside -- 
345,595.5,1.0487941739020257,8,32,255,21,inside -- These words seem to end with the letters... mike. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
346,596.5,0.5384615384615384,5,33,259,24,inside -- At least 3 of da letters. -- In the beginning was one of these letters: potato -- 
347,596.5,1.060501567398119,8,39,258,64,directions: E W N S  -- OMG, ends with a letter from: minos -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
348,596.5,0.5304083405734145,14,90,201,54,directions: E W N S  -- Words with at least 4 letters. -- OMG,these are: nouns -- 
349,597.0,0.24732620320855614,13,94,231,16,inside -- Maka dem all the same siza: 4 -- 
350,597.0,0.5053003533568905,6,55,245,9,inside+wrap -- OMG, ends with a letter from: wedding -- 
351,598.0,0.25190839694656486,13,102,233,72,directions: E W N S  -- From 4-5 letters. -- 
352,598.0,0.6491688538932633,8,22,238,12,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
353,598.0,0.5353535353535354,9,101,230,21,inside -- These words seem to end with the letters... potato. -- 
354,598.0,0.0,20,184,184,48,directions: E W N S  -- 
355,598.5,0.0,21,184,184,36,directions: E W N S  -- 
356,598.5,0.918465084443858,10,28,271,49,directions: E W N S  -- From 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
357,599.0,1.1404993520420579,10,27,265,48,inside -- OMG, ends with a letter from: consonants -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
358,599.0,0.5065359477124183,7,99,236,80,inside -- OMG, ends with a letter from: wedding -- 
359,599.0,0.5475,20,112,210,21,inside -- OMG,these are: nouns -- 
360,599.5,0.6491688538932633,19,49,283,72,directions: E W N S  -- These words are all: verbs. -- 
361,600.0,0.49324324324324326,5,55,252,72,directions: E W N S  -- At least 3 of da letters. -- These words seem to end with the letters... vowels. -- 
362,600.0,0.7833333333333333,5,66,241,16,inside+wrap -- Words need to represent with : r and t. -- 
363,600.5,0.0,18,145,150,12,inside+wrap -- Words with at least 5 letters. -- 
364,601.5,0.7287768537768538,9,66,240,63,directions: E W N S  -- All these words have something in common. I think e. sry typo -- These words seem to end with the letters... vowels. -- 
365,601.5,0.0,12,132,171,16,inside+wrap -- At least 4 of da letters. -- 
366,601.5,0.6455160744500846,6,17,284,27,inside -- At least 3 of da letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
367,601.5,0.0,23,186,186,48,directions: E W N S  -- 
368,602.5,0.7836898395721925,9,45,255,24,inside -- Maka dem all the same siza: 4 -- OMG,these are: nouns -- 
369,603.5,0.6503957783641161,14,39,258,24,inside -- At least 5 of da letters. -- OMG,these are: verbs -- 
370,604.0,0.0,18,191,191,54,directions: E W N S  -- 
371,604.0,0.5236486486486487,14,103,235,27,inside -- These words seem to end with the letters... vowels. -- 
372,604.5,0.3076923076923077,7,38,276,70,inside+wrap -- What's in dem words. Is it: i. Yeah it is. -- 
373,605.0,0.5333333333333333,8,77,277,72,directions: E W N S  -- Ends with a letter from potato -- 
374,605.0,0.545297670405522,18,117,227,48,directions: E W N S  -- OMG,these are: nouns -- 
375,606.0,0.9935662353102566,9,50,225,12,inside+wrap -- Ends with a letter from consonants -- OMG,these are: nouns -- 
376,606.0,0.5257995735607676,22,109,233,81,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
377,606.5,0.5384615384615384,11,96,258,48,directions: E W N S  -- These words seem to end with the letters... mike. -- 
378,606.5,0.545297670405522,22,110,233,49,directions: E W N S  -- These words are all: nouns. -- 
379,607.0,0.0,22,172,172,14,inside+wrap -- 
380,607.5,0.5363636363636364,22,113,232,64,directions: E W N S  -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
381,608.5,0.5257995735607676,18,96,215,16,inside+wrap -- These words are all: nouns. -- 
382,609.0,0.0,20,195,195,63,directions: E W N S  -- 
383,609.0,0.5283868956823717,12,68,242,42,inside -- Your words my be not longer than dis many fingers: 3. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
384,610.0,0.5017421602787456,17,142,213,48,directions: E W N S  -- These words seem to start with... consonants. -- 
385,610.5,0.6432246998284734,21,58,294,64,directions: E W N S  -- OMG,these are: verbs -- 
386,611.5,0.5363636363636364,25,123,219,21,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
387,612.5,0.6304159445407279,16,44,309,60,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
388,613.5,0.49498327759197325,24,141,214,81,directions: E W N S  -- Ends with a letter from consonants -- 
389,614.5,1.2217961283999021,6,21,306,16,inside -- The first part of the word is important. Is one of : lisa -- OMG,these are: verbs -- 
390,615.5,0.0,23,196,196,16,inside -- 
391,616.5,0.7872094430992735,10,55,240,9,inside+wrap -- 4-5 many letters, so little time. -- These words are all: nouns. -- 
392,618.5,0.5363636363636364,23,104,222,12,inside+wrap -- These words are all: nouns. -- 
393,619.0,0.5348523837674305,7,52,283,24,inside -- Your words my be not longer than dis many fingers: 3. -- OMG, ends with a letter from: wedding -- 
394,619.0,0.0,26,202,202,54,directions: E W N S  -- 
395,619.0,0.7872094430992735,14,50,286,81,directions: E W N S  -- 4-5 many letters, so little time. -- These words are all: nouns. -- 
396,620.0,0.5475,23,108,221,56,directions: E W N S  -- Words with at least 5 letters. -- These words are all: nouns. -- 
397,620.0,0.5257995735607676,22,113,249,42,inside -- OMG,these are: nouns -- 
398,620.5,1.0250319964873928,5,32,276,18,inside+wrap -- Exactamundo 5 -- OMG,these are: nouns -- 
399,622.5,0.5384615384615384,6,70,281,72,directions: E W N S  -- At least 5 of da letters. -- These words seem to end with the letters... mike. -- 
400,622.5,0.6432246998284734,19,50,320,28,inside -- OMG,these are: verbs -- 
401,623.0,0.5153846153846153,8,106,276,36,inside -- The first part of the word is important. Is one of : potato -- 
402,624.0,0.5143884892086331,10,74,268,28,inside -- At least 3 of da letters. -- These words seem to end with the letters... consonants. -- 
403,624.0,1.064261112022306,7,37,316,63,directions: E W N S  -- OMG, ends with a letter from: mike -- These words are all: nouns. -- 
404,624.0,0.0,6,20,20,72,directions: S  -- 
405,624.5,0.0,17,208,208,28,inside -- 
406,624.5,0.2727272727272727,9,70,322,81,directions: E W N S  -- What's in dem words. Is it: t. Yeah it is. -- 
407,624.5,0.6455160744500846,19,53,289,9,inside+wrap -- OMG,these are: verbs -- 
408,624.5,0.0,23,189,189,70,inside+wrap -- 
409,625.5,0.0,5,21,21,36,directions: E W  -- 
410,626.0,0.8820455662220303,7,18,299,16,inside+wrap -- 4-5 letters. -- These words are all: verbs. -- 
411,626.5,0.0,5,22,22,48,directions: N S  -- 
412,626.5,0.0,5,23,23,64,directions: E  -- 
413,626.5,0.0,5,22,22,48,directions: E W  -- 
414,626.5,1.0903641381253322,6,35,284,81,directions: E W N S  -- At least 5 of da letters. -- These words seem to start with... frog. -- These words are all: nouns. -- 
415,627.0,0.5384615384615384,10,95,293,36,inside -- These words seem to end with the letters... mike. -- 
416,627.5,0.0,5,23,23,48,directions: N S  -- 
417,628.5,0.0,5,24,24,36,directions: E W  -- 
418,629.0,0.0,6,24,24,56,directions: N S  -- 
419,629.5,0.0,7,25,25,64,directions: E  -- 
420,629.5,0.0,5,25,25,64,directions: E W  -- 
421,629.5,0.0,5,25,25,56,directions: N S  -- 
422,629.5,0.0,5,25,25,63,directions: E W  -- 
423,630.5,0.5259515570934256,9,66,298,54,directions: E W N S  -- At least 4 of da letters. -- OMG, ends with a letter from: minos -- 
424,631.5,0.0,7,26,26,42,directions: N S  -- 
425,632.0,0.0,24,196,196,9,inside+wrap -- 
426,632.5,0.7378500490175184,11,58,308,48,directions: E W N S  -- 4-5 letters. -- These words seem to start with... lisa. -- 
427,633.5,0.47703180212014135,10,93,308,84,inside -- The first part of the word is important. Is one of : potato -- 
428,633.5,0.5257995735607676,24,129,266,49,directions: E W N S  -- These words are all: nouns. -- 
429,634.0,0.27524038461538464,17,138,257,21,inside -- 4-5 letters. -- 
430,634.0,0.4413793103448276,13,104,295,24,inside -- These words seem to start with... wedding. -- 
431,634.5,0.5363636363636364,22,120,271,42,inside -- OMG,these are: nouns -- 
432,634.5,0.0,5,30,30,72,directions: E W  -- 
433,634.5,0.0,5,28,28,21,directions: E W N S  -- 
434,635.0,0.0,6,30,30,56,directions: E W  -- 
435,636.5,0.0,7,31,31,64,directions: E W  -- 
436,636.5,0.0,7,31,31,81,directions: E W  -- 
437,637.0,1.0436583261432268,20,91,267,24,inside -- OMG, ends with a letter from: consonants -- These words are all: nouns. -- 
438,637.0,0.0,22,218,218,42,inside -- 
439,637.5,0.5236486486486487,8,94,277,36,inside -- Words with at least 4 letters. -- OMG, ends with a letter from: vowels -- 
440,637.5,0.0,21,203,203,18,inside+wrap -- 
441,637.5,0.4631578947368421,17,145,257,21,inside -- These words seem to end with the letters... consonants. -- 
442,637.5,0.0,5,33,33,81,directions: E W  -- 
443,637.5,0.0,5,33,33,81,directions: N S  -- 
444,638.0,0.0,6,33,33,54,directions: N S  -- 
445,638.0,0.6491688538932633,12,33,303,12,inside+wrap -- At least 4 of da letters. -- OMG,these are: verbs -- 
446,638.0,0.0,6,33,33,81,directions: N S  -- 
447,638.0,0.0,6,33,33,64,directions: E W  -- 
448,638.0,0.0,6,33,33,72,directions: E W  -- 
449,638.0,0.0,8,32,32,72,directions: N S  -- 
450,638.5,0.0,5,34,34,72,directions: N S  -- 
451,638.5,0.5645645645645646,5,69,307,48,inside -- At least 5 of da letters. -- In the beginning was one of these letters: frog -- 
452,638.5,0.0,7,31,31,12,directions: E W N S  -- 
453,639.0,0.0,6,34,34,63,directions: E W  -- 
454,639.5,0.0,5,35,35,72,directions: N S  -- 
455,640.0,0.0,6,29,29,9,inside -- 
456,640.5,0.0,5,37,37,81,directions: S  -- 
457,640.5,0.0,9,32,32,27,directions: E W N S  -- 
458,641.0,0.0,6,34,34,18,directions: E W N S  -- 
459,642.0,0.5257995735607676,22,128,238,28,inside -- Words with at least 5 letters. -- These words are all: nouns. -- 
460,642.0,0.0,26,221,221,18,inside -- 
461,643.0,0.0,6,38,38,72,directions: E W  -- 
462,643.0,0.4946236559139785,14,83,301,9,inside+wrap -- Exactamundo 5 -- 
463,643.5,0.0,7,36,36,12,directions: E W N S  -- 
464,644.0,0.0,6,37,37,21,directions: E W N S  -- 
465,644.0,0.6491688538932633,5,9,26,14,directions: E W N S  -- These words are all: verbs. -- 
466,644.5,0.5298245614035088,11,91,299,81,directions: E W N S  -- At least 4 of da letters. -- These words seem to start with... lisa. -- 
467,644.5,1.118509870931135,17,44,332,21,inside -- The first part of the word is important. Is one of : consonants -- These words are all: verbs. -- 
468,644.5,1.0218759173652234,12,54,255,70,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- OMG, ends with a letter from: vowels -- These words are all: nouns. -- 
